Gene	A19_uninfected	A20_uninfected	A21_uninfected	A22_uninfected	A23_uninfected	A19_influenza	A20_influenza	A21_influenza	A22_influenza	A23_influenza
MESTP3	3	5	0	2	6	1	2	0	1	0
AC008629.3	0	0	0	0	0	0	0	0	0	0
LINC01181	2	19	11	24	24	14	9	23	46	17
LNX1-AS1	0	0	0	0	0	0	0	0	0	0
GAPDHP66	0	0	0	0	0	0	0	0	0	0
AC016924.1	22	16	14	4	26	17	22	7	7	10
AC108866.1	387	611	473	285	925	530	535	690	438	554
AC034198.1	0	0	0	0	0	0	0	0	0	0
AC116562.3	0	2	2	0	3	2	0	2	1	0
ENPP7P11	0	1	0	0	2	0	1	2	0	2
AC096773.1	42	52	36	24	78	45	29	33	27	60
AP004833.1	1	1	2	2	1	7	5	3	2	4
TRPC7-AS2	0	0	0	0	0	0	0	0	0	0
AC091180.4	0	0	0	0	0	0	0	0	0	0
AC093534.2	0	0	1	0	2	0	1	0	0	2
AC093752.2	0	0	0	0	0	0	0	0	0	0
USP9YP1	0	0	0	0	0	0	0	0	0	0
AC016687.3	7	8	6	6	17	41	21	25	13	15
AC008592.2	0	0	0	0	0	0	0	0	0	0
AC011416.2	0	2	0	0	0	4	1	2	0	0
AC012055.1	0	0	0	0	0	0	0	0	0	0
LINC00492	5	3	2	23	13	21	3	2	11	13
GLUD1P3	57	64	42	34	59	46	71	67	52	53
AC025470.2	24	20	11	23	23	49	31	21	24	29
AC090568.1	0	0	0	0	0	0	0	0	0	0
AC023886.2	0	0	0	0	0	0	0	0	0	0
LINC02382	0	0	0	0	0	0	0	0	0	1
AC097658.2	20	44	6	6	11	22	14	17	7	17
AC108474.1	0	0	0	0	1	2	2	0	2	4
CKS1BP5	0	0	0	0	0	0	0	0	0	0
KRTAP13-6P	0	0	0	0	0	0	0	0	0	0
LINC02196	74	77	53	86	54	112	63	95	73	56
AC021491.3	0	0	0	0	0	0	0	0	0	0
AC098859.2	1	8	0	2	1	11	4	2	0	0
AC079467.1	0	0	0	0	0	0	0	0	0	0
AC022905.1	77	148	43	128	292	91	150	62	256	158
AC113155.1	0	0	0	0	0	0	0	0	0	0
AC016650.1	0	0	0	0	0	0	0	0	0	0
GAPDHP35	15	17	15	13	25	17	9	20	14	11
AC022296.2	3	7	0	2	2	1	4	3	1	2
AC108082.1	0	0	0	0	0	0	0	0	0	0
LINC02600	16	15	8	7	15	11	36	1	14	9
SNHG21	72	64	51	22	72	81	87	68	42	58
AL390726.2	0	0	0	0	0	0	0	0	0	0
AC098851.1	0	0	0	0	0	0	0	0	0	0
AC139491.3	0	2	0	0	1	3	4	2	0	1
AC020551.1	5	5	4	11	3	29	12	10	6	8
AC005355.1	20	13	14	31	34	18	23	25	40	25
AL391280.1	0	0	0	0	0	0	0	0	0	0
AC093853.1	0	0	0	0	0	0	0	0	0	0
AC136604.3	33	42	24	47	62	52	28	40	61	72
AC008592.3	16	23	16	35	29	14	23	30	28	27
AC026427.2	0	0	0	0	0	0	0	0	0	0
AC244502.1	0	0	0	0	0	0	0	0	0	0
ZFPM2-AS1	196	312	192	252	302	219	216	235	320	269
AC105758.1	0	0	0	0	0	0	0	0	0	0
ORAOV1P1	0	0	0	0	0	0	0	0	0	0
AC133961.1	0	0	0	0	0	0	0	0	0	0
AC097372.1	2	0	0	2	1	4	1	10	9	9
TMEM108-AS1	0	0	0	0	0	0	0	0	0	0
AC083800.1	14	15	7	40	20	22	27	18	36	30
GAPDHP62	0	0	0	0	0	0	0	0	0	0
AC137549.1	0	0	0	0	0	0	0	0	0	0
SLC25A30-AS1	2	1	5	3	7	4	5	2	5	8
AC093677.1	2	11	3	6	29	6	10	11	21	25
HMMR-AS1	0	0	0	0	0	3	9	0	3	0
HIGD1AP13	0	0	0	0	0	0	0	0	0	0
THAP9-AS1	0	0	0	0	0	0	0	0	0	0
AC114980.1	0	0	0	0	0	0	0	0	0	0
AC097372.2	1	1	2	2	2	4	1	3	0	1
NDUFB5P1	0	0	0	0	0	0	0	0	0	0
LINC02163	3	0	1	1	2	11	3	2	3	2
LINC01950	31	57	61	63	72	75	48	108	45	48
AC132803.1	12	21	13	6	17	16	39	13	6	7
CUL1P1	0	0	0	0	0	0	0	0	0	0
AC113347.4	4	2	9	2	3	9	1	8	12	3
AC037459.2	535	424	365	571	532	494	394	466	612	353
WBP1LP4	2	0	0	2	1	1	0	2	1	0
AC090958.1	0	0	0	0	0	0	0	0	0	0
IGKV2D-40	57	27	7	16	34	20	42	11	75	42
LINC02480	0	0	0	0	2	1	0	1	0	0
AC106732.1	0	0	0	0	0	2	3	0	0	0
AC024579.1	0	0	0	0	0	0	0	0	0	0
LINC01959	0	0	0	0	4	3	0	2	0	0
ZNF969P	0	0	0	0	0	0	0	0	0	0
AC093871.1	0	0	0	0	0	0	2	0	0	0
AC107396.1	0	0	2	0	0	0	0	2	0	0
AC112184.1	0	0	0	0	0	0	0	0	0	0
ELL2P2	0	0	0	0	0	0	0	0	0	0
AC008883.2	0	0	0	0	0	0	0	0	0	0
AC097491.1	0	0	1	0	0	3	0	1	1	0
ANKRD20A17P	80	205	95	159	236	158	209	123	152	291
AC010181.2	0	0	0	0	0	0	0	0	0	0
AC139722.1	0	0	0	0	0	0	0	0	0	0
LINC02512	23	21	15	28	31	55	29	31	23	12
AC025459.1	61	111	104	62	79	103	125	119	80	67
AC026700.1	35	52	26	33	62	44	39	30	38	57
LMNB1-DT	24	29	10	23	19	17	36	22	39	35
NUDT19P5	0	0	0	0	0	0	0	0	0	0
AC147055.3	0	0	0	0	0	0	0	0	0	0
HTT-AS	31	42	5	20	38	22	27	9	14	13
AC104126.1	0	0	0	0	0	0	0	0	0	0
SLC25A5P9	2	0	0	0	0	2	0	0	0	0
BMS1P2	0	0	0	0	0	0	0	0	0	0
AC024132.2	1	0	1	1	1	1	0	2	1	1
AC104663.1	2	7	1	0	2	4	8	4	1	3
ALG1L3P	13	13	11	11	18	13	9	8	11	2
AC117473.1	88	93	59	262	136	173	74	101	314	111
OR5AC4P	0	0	0	0	0	0	0	0	0	0
AC093281.2	1	7	0	2	5	2	1	8	9	3
AC097478.1	72	118	59	50	75	107	195	58	45	135
AC008967.1	0	0	0	0	0	0	0	0	0	0
AC147055.4	0	0	0	0	0	0	0	0	0	0
CTBP2P4	69	81	53	59	64	86	60	84	54	58
AC110792.1	0	0	0	0	0	0	0	0	0	0
FAM206BP	0	0	0	0	0	0	0	0	0	0
PDCD5P2	0	0	0	0	0	0	0	0	0	0
YBX1P5	0	0	0	0	3	0	0	1	0	0
FCF1P8	0	0	0	0	0	0	0	0	0	0
AC106794.2	0	0	0	0	0	0	0	0	0	0
AC092593.1	0	0	0	0	0	0	0	0	0	0
AC008549.3	7	12	7	1	5	20	10	6	14	3
NIFKP2	0	0	0	0	0	0	0	0	0	0
AC084752.1	5	0	0	6	2	5	0	4	2	2
AC091860.2	0	0	0	0	0	3	0	0	0	0
AC017007.5	0	0	0	0	0	0	0	0	0	0
AC091173.1	0	2	4	4	2	0	0	0	0	3
WWC2-AS1	0	0	0	0	0	0	0	0	0	0
LINC02506	9	4	12	6	3	24	18	24	5	9
AC025171.3	0	0	0	0	0	0	0	0	0	0
AC094104.2	0	0	0	0	0	0	0	0	0	0
AC008565.1	6	1	3	2	7	4	8	5	6	5
AF117829.1	1654	1701	993	8074	2844	1893	2424	2459	9745	9170
RPL7L1P7	0	0	0	0	0	0	0	0	0	0
AC090502.1	10	4	13	6	9	48	16	19	25	12
AC084871.1	0	0	0	0	0	0	0	0	0	0
MRPS30-DT	294	278	241	92	215	260	246	260	112	142
AC025674.1	0	0	0	5	3	0	0	0	3	2
AP002490.1	0	0	0	0	0	0	0	0	0	0
AC113346.1	0	0	0	0	0	0	0	0	0	0
AC084871.2	0	0	0	0	0	0	0	0	0	0
AL158068.2	0	0	0	0	0	0	0	0	0	0
MTND5P5	0	0	0	0	0	0	0	0	0	0
HOXC-AS3	0	0	0	0	0	1	0	0	0	0
AC025539.1	36	54	49	3	57	72	77	36	15	35
AC002456.2	0	0	0	0	0	0	0	0	0	0
SEPT14P4	7	11	3	3	3	5	7	4	3	3
AC131392.2	0	0	0	0	0	0	0	0	0	0
AC093852.1	0	0	0	0	0	0	0	0	0	0
AC020661.1	21	41	1	29	34	25	27	31	51	28
AC074198.2	0	0	0	0	0	0	0	0	0	0
PRELID3BP4	0	1	0	0	0	0	5	0	0	0
F11-AS1	87	60	52	81	48	117	36	53	87	53
OR7E163P	0	0	0	0	0	0	0	2	1	0
AC025174.1	0	5	0	3	3	0	3	2	2	2
LINC01843	4	8	3	0	9	9	12	0	2	5
AC004052.1	13	23	17	15	25	44	44	26	17	12
AC096741.1	0	0	0	0	0	0	0	0	0	0
AC117470.1	0	0	0	0	0	0	0	0	0	0
UCHL1-AS1	15	10	11	13	13	20	10	7	6	5
TSEN2P1	0	0	0	0	0	0	0	0	0	0
AC008243.1	0	0	0	0	0	0	0	0	0	0
AC074254.1	0	0	1	0	1	4	0	1	2	0
AC093829.1	3	3	2	1	2	1	2	5	3	0
OR7E21P	5	24	14	8	15	13	11	11	11	9
TMEM92-AS1	124	98	76	82	145	56	107	96	70	49
LINC02497	5	10	12	6	14	30	24	12	20	12
LINC01861	5	10	11	3	15	1	0	10	15	26
AL672142.1	7	2	2	3	3	8	9	8	4	0
AC025244.1	19	24	29	42	31	46	29	39	51	22
AC105345.2	0	0	0	0	0	0	0	0	0	0
AC010261.2	0	0	0	0	0	0	0	0	0	0
AC079140.3	5	4	3	9	7	4	7	11	13	6
AC010425.1	22	1	5	26	32	12	0	8	29	28
LINC00589	92	72	64	15	47	123	66	36	23	21
ZNF674	434	491	359	390	733	555	658	466	467	394
AC112203.1	1	0	0	0	0	2	0	2	0	0
AL133330.1	0	0	0	0	0	0	0	0	0	0
AC105417.1	0	0	0	0	0	0	0	0	0	0
AC106760.1	0	0	0	0	0	0	0	0	0	0
MICE	0	0	0	0	0	0	0	0	0	0
AC109830.1	3	13	6	3	4	24	5	0	7	6
AC084866.2	0	0	0	0	0	0	0	0	0	0
TMED7-TICAM2	2	0	0	1	1	0	2	1	1	0
AC011726.1	0	0	0	0	0	0	0	0	0	0
AC027313.1	2	0	0	5	1	0	0	2	0	0
AC016598.2	0	0	0	0	0	1	0	0	2	4
AC010420.1	3	2	0	0	4	0	0	3	3	0
LINC00923	312	284	185	30	220	409	200	218	50	67
LINC02270	10	4	12	29	12	11	26	8	13	4
AC136632.2	14	15	12	8	12	18	18	12	10	10
MTND5P4	0	0	0	0	0	0	0	0	0	0
AC012055.2	0	0	0	0	0	0	0	0	0	0
AC025465.4	0	0	0	0	0	0	0	0	0	0
GOLGA5P1	0	0	0	0	0	0	0	0	0	0
AC106895.2	5	6	2	1	9	10	5	7	6	0
AC103764.1	6	0	7	0	2	3	5	5	6	17
LINC01217	0	0	0	0	0	0	0	0	0	0
RFPL4AP3	0	0	0	2	0	0	0	0	0	0
LINC01337	10	24	25	14	15	10	33	19	13	10
MTCO1P9	0	0	0	0	0	0	0	0	0	0
CNOT10-AS1	0	0	0	0	0	0	0	0	0	0
AP001999.1	5	12	0	4	2	6	2	4	5	3
AC104619.4	0	0	0	0	0	0	0	0	0	0
AL645924.2	0	0	0	0	0	0	0	0	0	0
MIR3945HG	13	21	28	390	44	94	137	148	708	201
PSMA2P2	50	18	32	30	15	73	40	31	46	63
SNRPCP2	3	2	5	2	4	2	0	6	2	3
AC021146.8	0	0	0	0	0	0	0	0	0	0
B3GNTL1P1	0	0	0	0	0	0	0	0	0	0
AC004590.1	0	0	0	5	0	0	1	0	1	0
AC005178.1	0	0	0	0	0	0	0	0	0	0
AC107208.1	0	0	3	0	3	0	5	0	0	1
AL691442.1	4	10	2	7	3	4	0	4	3	4
ZNF345	402	334	277	378	562	380	343	312	366	281
AC139720.2	0	0	0	0	0	0	0	0	0	0
AC097375.3	0	1	0	0	0	1	0	0	2	0
AC091951.3	0	0	0	0	0	0	0	0	0	0
MTND2P31	0	0	0	0	0	0	0	0	0	0
MTHFD2P4	0	2	0	0	0	0	0	0	0	0
GTF2F2P1	0	0	0	0	0	0	0	0	0	0
LINC02358	17	18	13	84	52	32	44	39	57	13
AC010457.1	8	4	5	3	10	4	16	0	7	11
RFPL4B	5	0	0	0	0	0	0	1	8	1
AC004069.1	248	377	271	358	304	244	272	329	350	251
WDFY3-AS1	0	0	0	0	0	0	0	0	0	0
OR7H2P	0	0	0	0	0	0	0	0	0	0
AC098868.1	0	0	0	0	0	0	0	0	0	0
LINC02429	3	2	2	0	0	4	5	6	0	0
AC108727.2	0	0	0	0	0	0	0	0	0	0
ALG1L7P	0	0	0	0	0	0	0	0	0	0
LINC02228	693	420	317	676	495	558	302	465	652	339
MAGI2-AS1	0	0	0	0	0	0	0	0	0	0
AC006499.5	0	0	0	0	0	0	0	0	0	0
SMIM15-AS1	162	176	122	64	171	200	164	143	80	114
AC034223.2	0	0	0	0	0	0	0	0	0	0
LINC02272	0	0	2	0	4	4	0	0	0	0
AC111000.5	0	0	0	0	0	0	0	0	0	0
AC097484.2	0	0	0	0	0	0	0	0	0	0
AC097522.1	0	0	0	0	0	0	0	0	0	0
ALG1L2	103	128	125	100	219	102	74	135	116	85
AC018797.3	0	0	0	0	0	0	0	0	0	0
LINC02462	2	5	5	1	6	10	7	4	5	3
ERVH-1	0	0	0	0	0	0	0	0	0	0
AC008574.1	31	14	10	32	40	51	38	22	28	33
AC091885.2	0	0	0	0	0	0	0	0	0	0
AC006499.6	0	0	0	0	1	0	0	0	0	0
TUBB7P	12	25	17	3	12	9	8	29	8	9
AC093835.1	19	6	16	15	16	22	9	11	25	15
SLC25A15P3	0	0	0	0	0	0	0	0	0	0
AC104596.2	0	0	0	0	0	0	0	0	0	0
LINC02384	195	338	177	261	265	247	340	305	239	220
CAB39P1	0	0	0	0	0	0	0	0	0	0
NDUFB4P2	0	0	0	0	0	0	0	0	0	0
AC026704.1	17	16	17	7	24	44	29	21	15	29
MRPS33P3	0	0	0	0	0	0	0	0	0	0
AP002075.1	0	0	0	0	0	0	0	0	0	0
AC107391.1	2	1	1	2	1	12	3	1	2	3
LINC02214	3	0	1	3	0	1	2	1	6	3
AC004062.1	0	0	0	0	0	0	0	0	0	0
AC073648.4	10	7	8	3	7	3	3	7	4	6
AC104123.1	2230	2169	1246	1524	1525	2348	2500	1887	1660	937
AC011352.3	0	0	0	0	0	0	0	0	0	0
PCAT4	23	22	20	17	26	26	13	20	21	27
SHANK3	588	837	261	611	1341	824	1236	393	704	556
AP003086.1	0	0	0	0	0	0	0	0	0	0
LINC01386	7	2	2	1	5	4	12	0	6	8
AC024132.3	0	0	0	0	0	0	0	0	0	0
LINC02479	0	0	0	0	0	4	0	4	0	0
LINC02353	0	0	0	0	0	0	0	0	0	0
AC114939.1	0	0	0	0	0	0	0	0	0	0
AC021106.2	0	0	0	0	0	0	0	0	0	0
RTN3P1	174	169	168	70	178	214	141	188	92	86
AC020593.1	0	0	0	0	0	0	0	0	0	0
TEMN3-AS1	0	2	0	1	2	2	3	1	2	0
AC006499.7	0	0	0	0	0	0	0	0	0	0
AC017091.1	11	17	22	8	14	49	33	17	15	12
MTCYBP35	0	0	0	0	0	0	0	0	0	0
AC026774.2	0	0	1	1	0	1	2	1	0	2
AC093826.1	0	0	0	0	0	3	0	0	0	0
IRF5P1	0	0	0	0	0	0	0	0	0	0
HSPD1P11	0	0	0	0	0	0	0	0	0	0
MSANTD3-TMEFF1	383	437	295	1042	602	376	333	399	924	455
LINC02475	3	0	0	5	2	2	0	5	0	0
AC122714.2	0	0	0	0	0	0	0	0	0	0
MTND3P5	0	0	0	0	0	0	0	0	1	0
AC024451.1	0	0	0	0	0	0	0	0	0	0
RAB5CP2	1	5	2	6	6	2	7	3	6	4
AP000350.4	12	57	18	41	60	6	82	55	69	25
WWC2-AS2	31	49	48	106	55	20	40	67	120	54
KHDC1P1	0	0	0	0	0	0	0	0	0	0
AC012625.1	8	6	7	4	11	10	3	6	7	5
LINC02315	6	14	11	3	0	7	1	4	0	0
AC107884.1	62	68	13	39	88	54	40	20	55	29
LINC02236	1	0	3	2	8	0	7	1	0	0
DBIP2	0	0	0	0	0	0	0	0	0	0
AC091917.3	4	0	0	0	0	0	0	0	0	1
AC016632.1	0	0	0	0	0	0	0	0	0	0
ZNF550	47	32	19	22	34	38	22	11	29	19
SEMA5A-AS1	0	0	0	0	0	0	0	0	0	0
AC010634.1	0	0	0	0	0	0	0	0	0	0
LINC00499	76	70	34	66	104	95	124	53	74	57
AC092593.2	0	0	0	0	0	0	0	0	0	0
AC010598.1	0	0	0	0	0	0	0	0	0	0
AC034238.3	0	0	0	0	0	0	0	0	0	0
AC079340.2	8	0	2	2	4	2	0	2	1	1
AC096582.2	0	0	0	0	0	0	0	0	0	0
AC099550.1	0	0	0	0	0	0	0	0	0	0
DCANP1	0	0	0	0	0	0	0	0	0	0
LINC00958	35	50	37	17	31	83	65	35	15	36
LINC02483	0	0	0	0	0	0	0	0	0	0
MTCYBP16	1	4	0	0	0	0	0	0	0	0
AC008667.3	0	0	0	0	1	0	1	0	1	0
AC079380.1	125	88	53	27	130	139	135	84	44	54
YTHDF1P1	0	0	0	0	0	0	0	0	0	0
AC113378.1	2	6	3	39	10	12	8	5	12	2
AC005280.1	7	9	0	7	7	8	8	10	7	10
OR12D3	0	0	0	0	0	0	0	0	0	0
FTH1P9	0	0	0	0	0	2	0	0	0	0
LINC01301	152	205	135	77	176	156	216	180	85	87
LINC01256	15	12	8	18	17	35	12	15	17	17
AC092542.1	2	0	0	0	0	0	0	0	0	0
ALDH7A1P1	0	0	0	0	0	0	0	0	0	0
AC093729.1	0	0	0	0	0	0	0	0	0	0
FAM90A25P	3	4	0	3	10	6	6	4	6	5
AC016571.1	0	0	0	0	0	0	0	0	0	0
MTND1P22	0	0	0	0	0	1	0	0	0	0
AC113615.1	0	0	0	0	0	0	0	0	0	0
AC008592.4	38	33	37	87	47	83	63	44	68	71
AC007106.1	2	1	0	1	3	5	0	4	0	1
AC093827.3	0	0	0	0	0	0	0	0	0	0
AC006296.2	2	0	0	1	0	0	0	3	2	0
AC068898.2	0	0	0	0	0	0	0	0	0	0
AC138956.2	0	0	0	0	0	0	0	0	0	0
AC103879.1	2	2	3	2	2	4	6	5	1	1
AC145285.2	162	122	59	102	178	121	121	120	111	115
ASS1P8	1	0	1	0	5	0	0	0	0	0
AC108120.3	0	0	0	0	0	0	0	0	0	0
AC016556.1	0	0	0	0	0	0	0	0	0	0
AC016576.1	0	0	0	0	0	0	0	0	0	0
AC021146.9	0	0	0	0	0	0	0	0	0	0
AC010451.2	0	0	0	0	0	0	0	0	0	0
AC111000.6	0	0	0	0	0	0	0	0	0	0
AC098679.2	148	119	110	130	124	178	145	146	145	144
MTCO3P27	0	0	0	0	0	0	0	0	0	0
AC245884.7	0	0	0	0	0	0	0	0	0	0
LINC02615	1143	720	820	128	539	1225	523	1304	152	223
CCNHP1	0	0	0	0	0	0	0	0	0	0
AC104071.1	0	1	0	0	0	0	0	0	3	0
C1GALT1P2	0	0	0	0	0	0	0	0	0	0
NUP58P1	0	0	0	0	0	0	0	0	0	0
NDUFS5P4	0	0	0	0	0	0	0	0	0	0
AC104078.2	70	93	59	21	63	78	100	58	37	48
KRTAP4-17P	0	0	0	0	0	0	0	0	0	0
STMN1P2	0	0	0	0	0	0	0	0	0	0
RTEL1P1	0	0	0	0	0	0	0	0	0	0
LINC01094	319	526	292	225	322	314	254	339	225	278
LINC02160	0	0	0	0	0	0	0	0	0	0
AC021151.1	0	0	1	2	0	1	0	1	0	1
AC113391.2	1	0	1	0	0	0	0	1	1	1
AC107027.2	0	0	0	0	0	0	0	0	0	0
AC063919.1	21	15	9	9	64	12	3	11	15	11
MTND1P19	0	0	0	0	0	0	0	0	0	0
RASGRF2-AS1	9	27	13	37	54	17	17	23	79	35
GTF2IP9	0	0	0	0	0	0	0	0	0	0
AC109811.2	0	0	0	0	3	1	0	0	0	0
HAUS1P1	0	0	0	0	0	0	0	0	0	0
AC025244.2	0	0	0	0	0	0	0	0	0	0
AC092611.1	0	0	0	0	0	0	0	0	0	0
AC113398.2	0	0	0	0	0	0	0	0	0	0
AC139491.4	0	0	0	0	0	0	0	0	0	0
AC013724.1	0	0	0	0	0	0	0	0	0	0
AC097381.2	0	0	0	0	0	0	0	0	0	0
AC091133.3	0	0	0	0	0	0	0	0	0	0
FKBP4P1	0	0	0	0	0	0	0	0	0	0
RPL7L1P13	0	0	0	0	0	0	0	0	0	0
AC020893.2	0	0	0	0	0	0	0	0	0	0
AC135352.1	0	0	0	0	0	0	0	0	0	0
ASNSP4	3	2	0	0	4	2	3	2	0	1
AC016933.1	0	1	0	4	0	1	3	3	1	2
AC004069.2	0	0	0	0	0	0	0	0	0	0
RPL32P3	256	422	210	258	385	289	367	369	270	309
MTCO1P31	0	0	1	1	0	0	0	0	0	0
AC114322.1	0	2	2	5	2	3	0	2	3	2
AC008817.1	3	2	4	5	0	5	4	3	2	1
AKIRIN2P1	0	0	0	0	0	0	0	0	0	0
LYPLA1P2	0	2	0	0	3	0	0	0	1	1
AL356488.1	5	16	7	3	9	10	3	6	8	8
AC068134.3	0	0	0	0	0	0	0	0	0	0
AC106744.2	0	0	0	0	0	0	0	0	0	0
AC115622.1	45	28	29	41	26	74	48	31	38	50
AC108941.1	0	0	0	0	0	0	0	0	0	0
AC093763.1	0	0	0	0	0	0	0	3	0	0
OR7E28P	1	0	0	0	0	0	0	0	0	0
AC104136.1	0	0	0	0	0	0	0	0	0	0
FOXD1	2	2	0	1	0	0	0	2	1	1
PPIAP11	0	0	0	0	0	0	0	0	0	0
PITPNM2-AS1	0	0	0	0	0	0	0	0	0	0
AC021146.10	0	0	0	0	0	0	0	0	0	0
AC114774.1	0	0	0	0	0	0	0	0	0	0
CENPS-CORT	18	11	14	10	29	16	22	15	21	22
LINC01099	0	0	0	0	0	0	0	0	0	0
AC010451.3	0	0	0	0	0	2	0	2	0	0
AL133380.1	0	0	0	0	0	0	0	0	0	0
AC022486.1	65	0	71	77	147	98	0	92	61	49
AC096736.3	0	0	0	0	0	2	0	1	1	0
LIX1-AS1	866	869	771	577	702	941	756	1461	794	614
CCDC11P1	0	0	0	0	0	0	0	0	0	0
AC098583.2	0	0	0	0	1	2	0	0	1	0
AC096734.1	0	0	0	0	13	0	0	0	0	5
LINC02110	0	0	0	0	0	0	0	0	0	0
AL162431.3	0	0	0	0	0	0	0	0	0	0
IMPA1P1	29	26	18	16	29	22	21	18	8	17
AC108159.1	0	0	0	0	0	0	0	0	0	0
TCP11X3P	0	1	2	0	3	2	2	1	0	1
LINC02435	8	10	5	1	5	4	12	8	2	0
AC097110.1	0	0	0	0	0	0	0	0	0	0
AC021146.11	0	0	0	0	0	1	0	0	0	0
AC091849.2	396	157	396	8	246	344	127	451	38	51
LINC00605	0	3	1	8	5	7	7	3	10	11
AC079140.4	0	0	0	0	0	0	0	0	0	0
AC055717.1	0	0	0	0	0	0	0	0	0	0
AC005324.3	27	43	24	26	39	34	36	35	39	32
LINC02201	38	42	83	49	37	100	39	132	90	52
SNX18P24	0	0	0	0	0	0	0	0	0	0
LINC01957	0	0	0	0	0	0	0	0	0	0
LINC02230	0	0	0	0	0	2	0	0	0	0
MTND5P12	0	0	0	0	0	0	0	0	0	0
AC136628.2	0	0	0	0	0	0	0	1	0	0
IGKV1D-39	575	383	141	265	1045	394	451	185	818	806
OR12D1	0	0	0	0	0	0	0	0	0	0
AC106760.2	10	12	12	5	13	10	9	4	12	8
AC091965.3	0	0	0	0	0	0	0	0	0	0
AC091133.4	0	0	0	0	0	0	0	0	0	0
COQ10BP2	0	0	0	0	0	0	0	0	0	0
DDX18P4	3	10	6	6	5	6	7	3	6	2
AC096711.2	474	505	526	411	616	639	602	626	531	365
AC091887.1	72	51	51	38	47	42	38	31	66	25
HNRNPKP3	18	11	11	10	9	36	31	24	18	20
MALAT1	1349242	1651066	1399422	1412850	1404538	2259624	2597970	2027757	1481991	1192282
IARS2P1	0	0	0	0	0	0	0	0	0	0
HMGB1P35	0	0	0	0	0	0	0	0	0	0
AC018680.1	34	33	30	29	29	88	48	52	18	32
ALG3P1	0	0	2	0	0	1	0	0	0	1
AC093899.2	3	1	3	1	5	4	10	3	3	10
DDX3P3	0	0	0	0	0	0	0	0	0	0
AF213884.2	0	0	0	0	0	5	0	1	0	0
LINC02106	0	0	0	0	0	1	0	0	2	0
AC099520.1	43	52	41	59	53	171	72	75	58	39
C5orf64-AS1	0	0	0	0	0	0	0	0	0	0
LINC01267	9	2	6	2	6	5	5	3	0	6
AC105460.2	6	6	2	12	11	11	7	6	9	3
TRBV21-1	1	3	3	1	10	0	2	0	5	1
AC055733.3	0	0	0	0	0	0	0	0	0	0
LINC02482	83	8	53	32	44	56	10	63	22	18
MICE	0	0	0	0	0	0	0	0	0	0
AC008427.1	0	0	0	0	0	0	0	0	0	0
AC096751.2	1	0	2	0	1	3	5	0	1	2
AC026444.1	0	0	0	0	0	0	0	0	0	0
TET2-AS1	0	0	0	0	0	0	0	0	0	0
LDHAP1	1	5	6	5	2	6	4	7	6	6
AC125336.1	0	0	0	0	0	0	0	0	0	0
NIFKP7	0	0	0	0	0	0	0	0	0	0
AC016612.1	0	0	0	0	0	0	0	0	0	0
MSNP1	191	160	125	439	191	175	127	164	440	189
ABCA11P	0	0	0	0	0	0	0	0	0	0
HADHAP1	0	0	0	0	0	0	0	0	0	0
RPL37P25	0	0	0	0	0	0	0	0	0	0
AC096711.3	50	35	19	43	55	63	17	43	92	63
AC116345.3	2	0	1	5	1	1	0	3	3	10
AC139713.2	73	42	56	25	84	75	68	110	38	32
AC022441.2	0	0	0	2	0	0	0	0	0	0
AL928654.1	0	0	0	0	0	0	0	0	0	0
AC092611.2	157	93	175	141	101	293	109	237	228	106
LINC01385	0	0	0	0	0	2	0	0	0	0
AC104108.1	0	0	0	0	0	0	0	0	0	0
OR12D1	0	0	0	0	0	0	0	0	0	0
SETP12	0	0	0	0	0	0	0	0	0	0
AC083906.4	0	2	0	2	1	2	3	1	2	2
FAM160A1-DT	68	16	51	8	36	36	32	54	20	36
AC063979.2	26	56	23	23	31	59	31	22	17	22
HSPA8P19	0	0	0	0	0	0	0	0	0	0
AC104825.1	134	193	96	152	181	92	130	148	245	93
AC113410.2	1	0	0	1	3	0	2	0	0	0
AC007322.4	0	0	0	0	0	0	0	0	0	0
LINC02508	0	0	0	0	0	0	0	0	0	0
STPG2-AS1	0	0	0	0	0	0	0	0	0	0
AC009487.3	0	0	0	0	0	0	0	0	0	0
AC139491.5	0	3	0	1	2	2	1	0	5	2
UNC93B7	0	0	0	1	2	1	1	1	2	6
AC010395.2	0	0	0	0	0	0	0	0	0	0
LINC02241	658	1045	738	546	998	690	780	892	696	549
AC119751.6	0	0	0	0	0	0	0	0	0	0
LINC02172	7	8	22	4	15	22	10	16	3	21
GYG1P1	6	11	3	9	2	6	8	0	10	2
AC145138.1	2777	1927	857	531	1963	2406	1881	1308	693	980
LINC02278	1	0	0	0	1	3	1	2	0	1
LINC01218	0	0	0	0	0	0	0	0	0	0
AP003716.1	111	90	69	49	110	121	81	73	39	59
AC006390.1	0	0	0	0	0	0	0	0	0	0
AC092535.2	0	0	0	0	0	0	0	0	0	0
AC098680.1	0	0	0	0	0	0	1	0	0	0
AC093763.2	13	0	1	0	39	33	7	2	0	22
HPRT1P1	0	0	0	0	1	0	0	0	2	2
AC114781.4	1	1	0	0	0	1	0	0	0	0
AC008958.1	0	0	0	0	0	0	0	0	0	0
LINC02379	0	0	0	0	0	0	0	0	0	0
AC092535.3	6	0	2	1	0	10	5	5	3	0
AC099499.1	0	0	0	0	0	0	0	0	0	0
