Gene	JD-MD_EP-WT3_NEY922A14-9_S38	JD-MD_EP-WT2_NEY922A14-8_S37	JD-MD_EP-WT1_NEY922A14-7_S36	JD-MD_EP-KO4_NEY922A14-14_S6	JD-MD_EP-KO3_NEY922A14-13_S5	JD-MD_EP-KO2_NEY922A14-12_S4	JD-MD_EP-KO1_NEY922A14-11_S3
Cd164l2	0	0	0	0	0	0	0
Cd177	1	0	0	4	4	3	2
Cd180	599	304	521	382	838	1049	970
Cd19	0	0	0	0	0	0	1
Cd1d1	809	1012	924	616	1347	1367	1231
Cd1d2	5	6	5	7	9	4	3
Cd2	5586	6670	5278	6923	11541	11216	8349
Cd200	1075	890	1280	992	2364	2619	2341
Cd200r1	551	363	481	594	1168	1440	1088
Cd200r2	49	52	33	156	439	390	273
Cd200r3	4	5	2	8	8	6	5
Cd200r4	1807	1724	1539	1710	3382	3684	2960
Cd207	122	30	65	179	412	620	348
Cd209a	31	4	8	26	50	59	20
Cd209b	40	38	36	22	40	42	25
Cd209c	0	0	0	3	7	2	10
Cd209d	0	0	0	0	2	2	3
Cd209e	0	0	0	0	0	0	0
Cd209f	0	0	0	0	0	0	0
Cd209g	0	0	0	0	0	0	0
Cd22	2951	1851	2860	2282	3944	4960	3695
Cd226	2	0	0	3	4	1	4
Cd244	519	423	409	284	561	698	420
Cd247	25	33	34	34	49	53	59
Cd248	0	0	0	0	0	0	0
Cd24a	4694	4062	4051	3627	6496	7615	5538
Cd27	0	0	0	0	1	0	1
Cd274	3396	2629	3854	3993	6736	8573	7129
Cd276	84	58	44	79	152	146	96
Cd28	1	1	1	0	2	6	10
Cd2ap	744	482	648	540	943	1298	1106
Cd2bp2	792	971	926	849	1589	1704	1262
Cd300a	1297	1758	1342	1361	3695	3228	2927
Cd300c	18	25	17	54	58	66	42
Cd300c2	3600	6528	3881	3627	7182	6441	5174
Cd300e	220	162	238	116	179	226	165
Cd300lb	210	155	236	220	591	645	545
Cd300ld	887	697	710	827	1698	2211	1584
Cd300ld2	2	0	0	1	0	0	0
Cd300ld3	13	1	2	10	3	12	9
Cd300ld4	4	0	0	0	0	0	0
Cd300ld5	0	1	3	0	7	0	0
Cd300lf	2440	3026	2977	3500	5430	6515	4474
Cd300lg	241	242	236	36	127	106	83
Cd302	3746	4800	3658	2974	6269	6539	4869
Cd320	68	79	61	100	152	122	146
Cd33	1591	1158	1726	1864	3070	4021	2948
Cd34	1	0	2	2	6	3	2
Cd36	7674	5578	8454	10438	19427	26265	21758
Cd37	522	390	428	464	945	1058	753
Cd38	6	2	4	9	6	8	12
Cd3d	0	0	0	0	3	1	3
Cd3e	3	10	1	8	1	0	3
Cd3eap	335	611	357	390	728	577	525
Cd3g	0	0	0	0	2	3	4
Cd4	12	4	3	40	68	110	60
Cd40	42	57	30	44	74	111	94
Cd40lg	0	0	0	0	0	0	1
Cd44	53520	39486	56027	41692	66681	90547	62908
Cd46	12	2	1	3	8	6	6
Cd47	7203	9423	7381	7573	12522	14068	10431
Cd48	2241	3082	2381	1956	4083	4339	3482
Cd5	3	6	2	7	7	12	8
Cd52	2268	5190	2122	1829	4205	3227	2712
Cd53	7980	6710	7827	7505	14957	17568	14593
Cd55	3	5	3	2	3	2	8
Cd55b	0	0	0	0	0	0	0
Cd59a	1	16	5	7	9	8	6
Cd59b	0	1	0	3	0	0	0
Cd5l	2	0	2	2	5	1	8
Cd6	4	0	4	6	11	10	12
Cd63	2144	2181	1697	5844	12930	10982	8953
Cd68	19986	13986	19723	18729	37256	42553	31893
Cd69	360	324	285	419	895	930	758
Cd7	0	0	0	0	0	0	0
Cd70	0	1	0	0	1	0	0
Cd72	21	4	7	17	24	41	35
Cd74	20514	8594	6027	11774	22912	26467	29674
Cd79a	1	1	0	1	0	4	3
Cd79b	2	0	2	4	3	3	1
Cd80	1308	1085	1169	1588	2827	3500	2497
Cd81	2387	2091	2482	3211	5800	5549	4322
Cd82	2354	2153	2691	2351	5145	5175	4212
Cd83	11595	13062	12568	8737	16225	18375	13232
Cd84	6127	4832	6247	6108	11719	14488	11455
Cd86	1366	1208	1033	1131	1931	2605	1908
Cd8a	0	0	0	0	0	0	1
Cd8b1	0	0	0	0	0	0	1
Cd9	60293	65066	63858	62487	109374	114383	86362
Cd93	751	457	1104	2929	5366	8070	5822
Cd96	3	2	1	0	0	1	0
Cd99	420	450	475	364	633	617	449
Cd99l2	106	130	112	90	190	165	113
Cda	0	0	0	0	0	1	4
Cdadc1	429	429	445	429	986	1077	784
Cdan1	138	133	169	123	279	366	256
Cdc123	830	1064	805	784	1422	1400	1109
Cdc14a	63	29	56	63	110	136	124
Cdc14b	462	354	487	498	865	1239	962
Cdc16	520	610	519	587	1035	1029	808
Cdc20	186	308	183	336	482	366	265
Cdc20b	4	0	0	4	2	5	0
Cdc23	363	274	332	285	681	702	525
Cdc25a	228	178	208	260	408	490	383
Cdc25b	825	578	744	621	1110	1339	951
Cdc25c	42	80	60	68	109	78	64
Cdc26	172	360	188	207	373	397	282
Cdc27	897	609	913	695	1170	1627	1400
Cdc34	941	1387	946	1056	2154	1871	1452
Cdc37	3109	4327	3459	3495	6335	5699	4648
Cdc37l1	698	524	673	566	1030	1308	1035
Cdc40	818	594	740	546	1137	1378	1195
Cdc42	14963	16499	15380	13537	25314	27940	21335
Cdc42bpa	319	153	299	287	504	727	533
Cdc42bpb	4555	1917	4292	4643	7848	11227	8847
Cdc42bpg	766	455	802	729	1153	1239	1008
Cdc42ep1	3	2	2	1	2	5	3
Cdc42ep2	2960	3945	3231	3095	5086	5314	3758
Cdc42ep3	473	415	465	624	1142	1291	984
Cdc42ep4	2014	2384	2561	1330	2353	2573	1772
Cdc42ep5	37	46	26	27	34	47	37
Cdc42se1	5410	4998	5627	5103	8717	9917	7203
Cdc42se2	2633	2203	2698	2313	4289	4970	3981
Cdc45	278	324	257	171	363	331	304
Cdc5l	998	802	1003	936	1595	1940	1428
Cdc6	139	111	89	77	146	157	116
Cdc7	80	95	66	70	156	231	137
Cdc73	581	313	561	421	750	950	745
Cdca2	149	103	118	101	191	164	134
Cdca3	365	755	326	377	632	519	378
Cdca4	996	1100	1088	727	1353	1428	1053
Cdca5	140	150	139	92	192	206	166
Cdca7	49	57	59	42	94	115	82
Cdca7l	511	515	475	359	655	698	566
Cdca8	226	328	242	242	405	339	243
Cdcp1	2	0	6	6	3	9	3
Cdcp2	0	0	0	0	0	0	0
Cdh1	1041	770	967	2742	3512	4479	2800
Cdh10	0	11	0	0	2	1	0
Cdh11	11	10	22	6	10	13	6
Cdh12	4	3	1	3	11	2	1
Cdh13	0	0	0	0	1	0	0
Cdh15	0	0	0	0	0	0	0
Cdh16	0	0	0	0	0	0	1
Cdh17	1	0	3	10	29	57	33
Cdh18	0	3	0	0	0	0	0
Cdh19	2	0	0	2	2	2	2
Cdh2	5	2	1	1	7	1	0
Cdh20	0	0	0	0	0	0	0
Cdh22	2	1	0	1	2	0	0
Cdh23	0	0	0	2	2	1	2
Cdh24	7	4	20	31	16	27	27
Cdh26	0	1	0	0	0	0	1
Cdh3	1	1	0	4	1	1	1
Cdh4	1	0	0	1	0	1	3
Cdh5	0	4	1	2	1	1	2
Cdh6	0	0	0	0	0	0	0
Cdh7	0	5	0	1	3	4	2
Cdh8	0	0	1	1	1	0	1
Cdh9	0	4	2	0	3	1	3
Cdhr1	1	0	0	0	1	0	2
Cdhr2	0	0	0	0	0	0	0
Cdhr3	9	8	13	4	14	8	17
Cdhr4	6	11	4	7	5	4	1
Cdhr5	0	0	0	0	0	0	0
Cdip1	469	411	547	425	777	868	694
Cdipt	1121	1128	1153	1204	2302	2395	1762
Cdk1	512	777	435	403	797	640	480
Cdk10	252	387	228	225	458	427	348
Cdk11b	1961	3127	2188	2214	3823	3734	2932
Cdk12	2276	1136	2382	1636	2752	3982	3239
Cdk13	1631	779	1764	1333	2476	3072	2519
Cdk14	917	355	790	594	1158	1753	1324
Cdk15	0	1	0	1	5	0	1
Cdk16	768	538	832	601	1147	1349	1044
Cdk17	495	410	565	605	972	1326	1026
Cdk18	7	6	10	17	43	37	31
Cdk19	715	565	672	633	1086	1408	1017
Cdk2	686	600	689	591	891	1036	732
Cdk20	57	47	51	55	83	100	87
Cdk2ap1	135	200	145	175	299	250	166
Cdk2ap2	2240	2052	1915	1966	3372	3561	2486
Cdk3-ps	0	0	0	1	5	4	1
Cdk4	1045	1115	1086	932	1977	1833	1355
Cdk5	418	502	460	438	866	810	593
Cdk5r1	33	45	42	30	57	57	58
Cdk5r2	0	0	0	0	0	0	0
Cdk5rap1	92	58	101	81	178	169	173
Cdk5rap2	550	390	626	445	939	1087	999
Cdk5rap3	638	914	674	619	1136	1116	823
Cdk6	3936	2847	3919	2622	3967	5275	4120
Cdk7	322	404	391	324	665	669	541
Cdk8	351	271	365	409	721	878	693
Cdk9	1790	2305	2122	2055	3530	3633	2768
Cdkal1	235	157	224	168	409	437	344
Cdkl1	0	0	0	0	0	0	1
Cdkl2	296	146	253	244	524	536	420
Cdkl3	31	29	23	18	44	40	45
Cdkl4	12	6	23	11	39	32	27
Cdkl5	45	22	61	64	58	90	85
Cdkn1a	8547	9571	9995	15065	27412	30487	21316
Cdkn1b	1144	761	1051	879	1344	1622	1199
Cdkn1c	2	7	5	1	18	4	13
Cdkn2a	13	13	8	84	142	153	87
Cdkn2aip	78	56	81	61	180	191	160
Cdkn2aipnl	479	520	459	468	740	830	631
Cdkn2b	97	105	113	236	427	412	298
Cdkn2c	150	153	185	118	219	244	155
Cdkn2d	220	359	192	170	305	321	208
Cdkn3	51	79	46	65	102	94	72
Cdnf	8	9	8	10	15	12	8
Cdo1	12	11	17	11	16	33	14
Cdon	296	156	257	185	376	471	366
Cdpf1	110	244	120	143	276	219	165
Cdr1	0	0	0	0	0	0	0
Cdr2	240	138	203	195	277	345	263
Cdr2l	2	1	0	0	11	3	7
Cdrt4	0	0	1	0	0	0	0
Cdrt4os1	0	0	0	0	0	0	0
Cdrt4os2	0	0	0	0	0	0	0
Cds1	25	33	34	46	95	117	64
Cds2	2523	1454	2455	2122	4590	5696	4558
Cdsn	0	1	0	0	0	1	0
Cdt1	971	896	896	597	1000	1015	847
Cdv3	2965	2385	3334	3019	5189	6180	4785
Cdx1	0	0	0	0	0	0	0
Cdx2	0	0	0	0	0	0	0
Cdx4	0	0	0	0	0	0	0
Cdyl	455	381	510	445	767	881	691
Cdyl2	91	42	61	48	67	112	83
Ceacam-ps1	0	0	0	0	0	0	0
Ceacam1	103	68	132	145	294	415	318
Ceacam10	1	0	1	0	4	5	7
Ceacam11	0	0	0	0	0	0	0
Ceacam12	0	0	0	0	0	0	0
Ceacam13	0	0	0	0	1	0	0
Ceacam14	0	0	0	0	0	0	0
Ceacam15	0	3	3	0	5	1	3
Ceacam16	91	40	95	89	197	263	228
Ceacam18	1	1	3	1	3	0	0
Ceacam19	2	0	3	1	7	15	9
Ceacam2	0	0	0	0	0	0	0
Ceacam20	0	0	0	0	0	0	0
Ceacam3	0	0	0	0	0	0	0
Ceacam5	0	0	0	0	0	0	0
Ceacam9	0	0	0	0	0	0	0
Cebpa	3464	2811	3057	3510	6369	6797	5303
Cebpb	11921	19195	12470	14544	21518	18124	13809
Cebpd	214	276	238	205	429	355	236
Cebpe	3	4	0	2	2	6	4
Cebpg	1453	1588	1378	1254	2594	2750	2117
Cebpz	1367	1813	1453	1425	2454	2550	1989
Cebpzos	96	159	91	83	162	184	134
Cecr2	0	0	0	0	3	3	2
Cecr5	200	245	171	158	319	331	237
Cecr6	2	0	4	0	0	1	2
Cel	0	0	1	0	0	0	0
Cela1	82	113	65	88	162	150	124
Cela2a	0	0	0	0	1	0	0
Cela3a	0	0	0	0	0	0	0
Cela3b	0	0	0	0	0	1	0
Celf1	2132	1912	2530	1943	3373	4536	3692
Celf2	3061	2242	3157	2362	3992	4922	3822
Celf3	1	2	0	3	4	4	3
Celf4	410	359	317	287	620	589	477
Celf5	2	2	2	2	11	14	13
Celf6	6	4	1	6	7	11	4
Celrr	0	0	0	0	0	0	0
Celsr1	3	1	7	7	1	11	8
Celsr2	6	2	6	3	7	7	12
Celsr3	35	37	86	63	119	167	138
Cemip	2	0	0	1	0	3	4
Cend1	6	7	6	0	7	7	1
Cenpa	232	446	290	329	500	480	327
Cenpb	5038	5057	4610	5263	8890	9160	7038
Cenpc1	373	255	386	351	628	760	608
Cenpe	394	378	470	425	617	695	617
Cenpf	166	118	186	207	261	301	208
Cenph	77	119	63	73	140	108	86
Cenpi	134	143	136	121	245	255	251
Cenpj	129	130	138	127	251	256	272
Cenpk	38	46	50	41	60	51	39
Cenpl	50	85	72	47	142	173	115
Cenpm	54	54	37	35	55	48	27
Cenpn	112	102	123	116	201	250	165
Cenpo	219	237	235	187	350	413	361
Cenpp	27	43	25	20	25	27	24
Cenpq	182	220	175	147	270	275	232
Cenpt	230	212	243	166	331	338	272
Cenpu	66	66	43	49	97	89	62
Cenpv	142	225	114	166	276	237	236
Cenpw	39	63	19	46	73	57	41
Cep104	319	180	294	327	565	708	530
Cep112	18	22	10	3	20	30	5
Cep112it	1	0	0	0	0	0	1
Cep120	1269	869	1098	836	1496	2087	1616
Cep126	0	0	0	0	2	1	0
Cep128	338	251	396	282	459	705	551
Cep131	54	80	76	51	101	94	82
Cep135	241	129	225	150	331	427	319
Cep152	84	66	69	71	177	152	150
Cep162	231	124	238	134	320	408	307
Cep164	299	238	289	283	428	558	420
Cep170	1921	592	1745	1418	2405	3685	2840
Cep170b	204	80	179	255	352	471	405
Cep19	34	90	46	58	123	134	91
Cep192	531	248	457	346	686	969	768
Cep250	853	393	819	682	1171	1569	1161
Cep290	143	70	138	119	203	252	220
Cep295	316	209	304	264	399	541	499
Cep350	1837	763	1999	1230	1996	3186	2665
Cep41	47	26	44	43	72	94	71
Cep44	108	108	100	94	144	167	90
Cep55	206	212	193	251	345	345	251
Cep57	359	331	336	302	594	692	524
Cep57l1	83	84	80	99	131	127	155
Cep63	337	389	371	332	687	710	484
Cep68	148	81	113	118	199	268	181
Cep70	191	188	213	177	347	378	311
Cep72	48	62	37	46	62	93	58
Cep76	166	106	118	126	218	217	194
Cep78	194	191	209	210	339	409	311
Cep83	902	753	1014	801	1267	1630	1414
Cep83os	59	65	71	32	80	102	85
Cep85	469	373	537	411	710	851	669
Cep85l	6	7	14	7	9	16	27
Cep89	118	105	142	154	205	237	182
Cep95	81	86	116	101	211	198	177
Cep97	22	27	21	22	36	48	35
Cept1	1352	1511	1503	1304	2508	2507	2267
Cer1	0	1	0	1	3	0	0
Cercam	217	121	177	191	336	393	282
Cerk	2530	1990	2820	2297	4825	5823	4482
Cerkl	43	43	67	43	79	80	58
Cers1	0	0	0	0	0	0	0
Cers2	2305	1579	2400	2188	4169	5079	3942
Cers3	9	3	0	1	7	1	0
Cers4	1	4	4	3	2	8	3
Cers5	1228	1418	1264	1144	1892	2087	1460
Cers6	1730	1024	2061	1227	2340	3283	2626
Ces1a	0	0	0	0	0	0	0
Ces1b	0	0	0	0	0	0	0
Ces1c	0	0	0	0	0	0	0
Ces1d	12	20	8	9	44	11	20
Ces1e	0	0	0	0	3	1	0
Ces1f	0	0	0	0	2	0	0
Ces1g	0	0	0	0	1	0	0
Ces1h	0	0	0	0	0	0	0
Ces2a	0	0	0	0	0	0	0
Ces2b	7	1	0	4	3	8	6
Ces2c	237	123	187	225	599	660	602
Ces2d-ps	2	0	0	0	0	0	0
Ces2e	0	0	0	0	0	0	0
Ces2f	0	0	0	0	0	0	0
Ces2g	0	0	0	0	1	0	0
Ces2h	0	0	0	0	0	0	0
Ces3a	0	0	0	0	0	0	0
Ces3b	0	0	0	0	0	0	0
Ces4a	1	2	1	1	1	1	0
Ces5a	0	0	1	0	0	0	0
Cetn1	0	0	0	0	0	0	0
Cetn2	423	786	482	464	982	803	667
Cetn3	918	1477	1002	886	1608	1645	1263
Cetn4	5	7	4	2	15	8	7
Cfap100	0	0	2	0	0	0	0
Cfap126	53	88	45	56	144	101	84
Cfap157	3	4	1	4	6	2	1
Cfap161	22	20	34	5	8	14	13
Cfap20	218	234	195	208	452	432	357
Cfap206	0	0	0	2	3	1	0
Cfap221	1	1	0	0	0	0	0
Cfap36	237	398	281	288	547	527	370
Cfap43	1	6	0	6	1	2	2
Cfap44	0	1	0	1	1	4	0
Cfap45	9	11	11	27	20	26	16
Cfap46	7	25	7	4	18	7	9
Cfap52	0	0	0	0	2	0	1
Cfap53	1	5	3	5	5	4	7
Cfap54	5	3	5	6	12	5	7
Cfap57	2	0	0	0	0	0	1
Cfap58	0	0	0	0	3	0	0
Cfap61	0	0	0	0	0	0	0
Cfap69	0	0	0	0	1	1	0
Cfap70	1	0	0	0	0	0	0
Cfap73	0	0	0	0	0	0	0
Cfap74	9	5	2	0	4	10	1
Cfap77	5	2	3	4	7	11	5
Cfap97	133	147	99	91	264	257	195
Cfap99	0	0	0	1	4	0	0
Cfb	6619	6288	8220	4325	9299	9109	10882
Cfc1	0	0	0	0	0	0	0
Cfd	0	1	0	0	0	0	0
Cfdp1	1181	2224	1217	1208	2434	1982	1599
Cfh	155	86	122	122	316	531	331
Cfhr1	0	0	0	0	0	0	0
Cfhr2	0	0	0	0	3	0	0
Cfhr3	0	0	0	0	0	1	0
Cfi	0	0	0	0	1	1	0
Cfl1	21893	40827	23117	24755	43981	37990	29126
Cfl2	245	169	239	171	344	440	293
Cflar	14113	7678	16099	10648	16993	25417	19534
Cfp	2862	5072	2862	2608	4904	4258	3066
Cftr	0	0	1	0	0	2	1
Cga	0	0	0	0	0	0	0
Cggbp1	2248	2041	2221	1717	2891	3468	2848
Cgn	3	0	8	5	10	12	4
Cgnl1	10	7	7	7	9	20	15
Cgref1	39	59	41	20	52	51	38
Cgrrf1	245	365	255	258	457	442	412
Ch25h	2137	3622	3408	7761	10802	11889	8430
Chac1	8	2	2	9	17	39	15
Chac2	8	18	12	10	25	24	24
Chad	2	0	2	1	3	7	3
Chadl	11	10	6	2	11	10	6
Chaf1a	352	464	338	278	521	554	446
Chaf1b	320	363	387	307	577	584	418
Champ1	523	428	579	405	859	988	725
Chat	0	0	0	0	0	0	0
Chchd1	439	636	392	466	785	739	533
Chchd10	127	220	169	234	445	295	256
Chchd2	1544	4667	1705	1842	3506	2853	2367
Chchd3	701	773	787	658	1301	1352	1019
Chchd4	281	390	315	346	680	627	500
Chchd5	73	138	73	71	163	144	92
Chchd6	99	143	62	107	186	139	125
Chchd7	162	463	191	143	264	257	201
Chd1	3024	1444	3058	2429	3598	5394	4115
Chd1l	340	233	333	211	484	599	462
Chd2	2583	1762	2681	1957	3268	4629	3979
Chd3	1304	762	993	1009	2119	2203	1938
Chd3os	17	24	23	21	59	72	55
Chd4	14087	10106	17765	14155	20327	28331	22225
Chd5	942	779	1091	629	979	1337	908
Chd6	480	211	507	318	543	897	623
Chd7	1675	1903	1863	1790	2909	3475	2583
Chd8	2302	1241	2351	1900	3192	4486	3352
Chd9	648	292	557	428	730	1015	863
Chdh	0	0	0	0	0	0	1
Chek1	73	77	55	40	82	88	85
Chek2	337	238	285	307	578	587	496
Cherp	845	460	885	744	1223	1516	1206
Chfr	867	706	840	795	1414	1669	1320
Chga	0	0	0	0	0	0	0
Chgb	0	0	3	1	2	3	0
Chia1	1	0	4	0	0	3	0
Chic1	0	0	0	0	0	1	1
Chic2	1091	1480	1293	1041	2015	2088	1697
Chid1	385	457	364	404	836	840	675
Chil1	0	3	1	1	4	4	13
Chil3	182609	291328	198584	159197	294756	325855	231599
Chil4	115	208	169	116	191	191	159
Chil5	0	0	0	0	0	1	0
Chil6	0	2	0	0	0	0	0
Chit1	0	0	2	0	2	0	0
Chka	3519	4396	5187	4114	6441	6796	5593
Chkb	18	50	18	15	21	11	9
Chl1	1	2	0	1	6	2	0
Chm	514	192	487	316	724	1028	807
Chml	129	46	131	69	156	171	122
Chmp1a	1436	1453	1505	1417	2737	2851	2189
Chmp1b	1036	860	1034	844	1640	2009	1430
Chmp2a	2743	5254	3008	2986	5515	4949	3896
Chmp2b	1147	999	1192	989	1871	2165	1580
Chmp3	1901	2145	1918	1783	3462	3773	3011
Chmp4b	5307	6693	5957	5508	10543	10382	8263
Chmp4c	0	3	0	0	1	0	0
Chmp5	1494	2246	1523	1537	2876	2950	2270
Chmp6	317	335	323	398	612	635	450
Chmp7	461	426	525	575	1107	1169	959
Chn1	0	0	0	0	0	0	0
Chn1os3	0	0	0	0	0	0	0
Chn2	5	2	0	11	32	34	14
Chodl	0	0	0	0	0	0	0
Chordc1	721	841	848	755	1339	1507	1370
Chp1	7084	6068	6996	6778	11686	13744	10036
Chp2	3	0	2	4	11	15	5
Chpf	368	354	353	336	567	612	437
Chpf2	1387	973	1376	1574	3039	3246	2890
Chpt1	371	276	328	438	927	1041	974
Chrac1	414	502	383	386	790	711	586
Chrd	0	0	0	0	0	0	0
Chrdl1	0	0	0	0	0	0	0
Chrdl2	0	0	0	0	0	0	0
Chrm1	0	3	1	1	0	0	0
Chrm2	0	0	0	0	0	0	0
Chrm3	20	14	25	28	71	66	71
Chrm4	27	14	10	15	31	29	18
Chrm5	0	0	0	0	1	0	0
Chrna1	0	0	0	0	0	0	0
Chrna10	0	0	0	0	0	1	0
Chrna2	0	0	0	0	0	0	0
Chrna3	0	0	0	0	0	0	0
Chrna4	0	0	0	0	0	0	0
Chrna5	0	0	0	1	0	1	1
Chrna6	0	0	0	0	1	0	0
Chrna7	0	0	0	2	4	1	0
Chrna9	0	7	0	1	3	2	0
Chrnb1	20	22	27	20	39	55	31
Chrnb2	33	17	34	27	84	95	81
Chrnb3	0	0	0	2	0	2	0
Chrnb4	4	1	1	6	6	9	8
Chrnd	0	0	0	0	0	0	0
Chrne	0	0	2	2	5	4	4
Chrng	0	0	0	0	0	0	0
Chst1	11	18	6	0	25	11	4
Chst10	1	0	0	0	1	0	0
Chst11	20	9	5	72	64	127	93
Chst12	362	340	331	346	683	625	485
Chst13	3	3	1	0	0	0	0
Chst14	47	48	65	41	123	92	67
Chst15	488	295	421	242	390	590	342
Chst2	2	4	1	2	6	2	2
Chst3	2	2	1	4	6	8	8
Chst4	0	0	0	0	0	0	0
Chst5	0	0	0	0	0	0	0
Chst7	0	0	0	0	8	3	11
Chst8	0	0	0	0	1	0	0
Chst9	0	0	0	0	0	0	0
Chsy1	954	509	772	852	1114	1565	990
Chsy3	5	0	0	5	12	16	9
Chtf18	129	92	122	74	150	161	99
Chtf8	1625	1505	1841	1511	2640	3033	2378
Chtop	2103	2386	2217	1861	3326	3671	2728
Chuk	1060	1130	1243	1033	1781	2243	1774
Churc1	204	421	203	185	455	437	293
Ciao1	439	556	471	427	901	834	689
Ciapin1	566	625	693	576	1113	1156	867
Ciart	8	7	7	4	14	15	20
Cib1	872	1302	832	922	1774	1577	1192
Cib2	1254	2508	1085	1120	1723	1469	1019
Cib3	0	0	0	0	11	2	1
Cib4	0	0	0	0	0	0	0
Cic	3231	1416	3130	2342	3936	5162	3861
Cidea	0	2	5	1	4	7	3
Cideb	231	272	222	239	455	433	317
Cidec	4743	3762	3843	3353	4975	5430	3861
Ciita	110	41	40	39	116	158	173
Cilp	0	0	0	0	0	0	0
Cilp2	11	0	2	3	0	0	2
Cinp	226	309	251	273	509	404	367
Cipc	239	138	208	242	588	706	504
Cir1	95	190	82	98	187	164	144
Cirbp	214	296	190	252	498	559	375
Cirh1a	838	631	805	678	1222	1451	1064
Cisd1	416	1199	552	629	1085	928	675
Cisd2	1238	1559	1336	1243	2215	2310	1875
Cisd3	123	258	146	160	257	212	158
Cisd3b	6	11	3	4	5	12	4
Cish	1313	1059	1451	1814	2726	3127	2128
Cit	256	139	266	199	309	371	271
Cited1	1	0	2	0	1	0	0
Cited2	497	355	461	441	795	887	722
Cited4	8	8	7	3	5	5	2
Ciz1	858	605	865	733	1141	1417	1116
Ckap2	126	217	142	162	221	180	126
Ckap2l	984	1062	1158	730	1344	1399	995
Ckap4	48	34	46	57	97	126	100
Ckap5	1436	776	1294	1202	1953	2546	2147
Ckb	58	38	46	76	131	177	104
Cklf	299	666	395	354	691	678	557
Ckm	6	6	0	4	1	4	7
Ckmt1	0	0	0	1	1	4	0
Ckmt2	0	0	0	0	0	0	0
Cks1b	570	1352	604	629	1179	970	697
Cks1brt	0	4	0	0	2	1	0
Cks2	378	548	370	322	804	651	483
Clasp1	690	307	629	493	882	1189	991
Clasp2	1301	700	1307	959	1733	2428	1769
Clasrp	276	245	280	272	485	519	398
Clca1	2	6	10	5	5	5	6
Clca2	0	0	0	0	0	0	0
Clca3a1	0	0	0	0	0	1	0
Clca3a2	0	0	0	0	0	0	0
Clca3b	1	1	0	0	0	0	0
Clca4a	0	0	0	0	0	2	0
Clca4b	0	0	0	0	0	0	0
Clca4c-ps	0	0	0	0	0	0	0
Clcc1	618	604	635	581	1110	1212	939
Clcf1	711	685	902	505	739	858	630
Clcf1-pold4	0	0	0	0	0	0	0
Clcn1	1	1	0	2	2	2	4
Clcn2	25	17	17	12	38	31	25
Clcn3	779	558	801	774	1272	1756	1396
Clcn4	2097	2005	2182	1888	3331	4094	3009
Clcn5	556	287	669	611	960	1378	1267
Clcn6	561	321	663	476	875	1134	919
Clcn7	3393	2464	3727	3335	6259	7054	6660
Clcnka	0	0	0	0	0	0	0
Clcnkb	0	0	0	0	0	0	0
Cldn1	295	135	234	256	634	918	682
Cldn10	0	0	0	0	3	0	2
Cldn11	2	2	1	1	0	0	0
Cldn12	40	40	24	25	49	107	64
Cldn13	0	0	0	0	0	0	0
Cldn14	0	0	0	0	0	0	0
Cldn15	0	1	1	1	4	6	2
Cldn16	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0
Cldn18	21	48	39	11	41	73	42
Cldn19	0	0	2	0	0	0	0
Cldn2	0	0	0	0	0	0	0
Cldn20	0	0	0	0	0	0	0
Cldn22	0	0	0	0	0	0	0
Cldn23	13	11	7	13	36	58	17
Cldn24	0	0	0	0	0	0	0
Cldn3	4	2	11	7	13	9	8
Cldn34-ps	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0
Cldn34b1	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	0	1
Cldn34b3	0	0	0	0	0	0	0
Cldn34b4	0	0	0	0	0	0	0
Cldn34c1	10	5	12	6	12	22	7
Cldn34c2	0	0	0	0	1	0	0
Cldn34c3	0	0	0	0	0	0	0
Cldn34c4	0	0	0	0	0	0	0
Cldn34d	0	0	0	0	0	0	0
Cldn4	24	20	27	3	20	24	33
Cldn5	0	0	0	0	0	0	0
Cldn6	0	0	0	0	0	0	0
Cldn7	11	12	10	7	42	31	27
Cldn8	1	1	1	0	2	2	0
Cldn9	0	0	0	1	0	0	0
Cldnd1	1049	704	896	754	1342	1568	1157
Cldnd2	1	1	0	0	1	1	0
Clec10a	21	33	23	8	19	17	31
Clec11a	1	0	1	0	0	0	0
Clec12a	649	896	625	563	1162	1154	944
Clec12b	5	11	12	3	1	10	7
Clec14a	0	0	0	0	0	0	0
Clec16a	2066	1213	1894	1710	2588	3582	2783
Clec18a	0	0	0	0	0	0	0
Clec1a	70	19	45	29	50	87	58
Clec1b	684	646	246	863	1499	1240	1016
Clec2d	803	2165	793	743	1501	1414	1204
Clec2e	0	0	0	0	0	0	1
Clec2f	2	1	0	0	0	0	0
Clec2g	0	0	0	0	1	0	0
Clec2h	0	0	0	0	0	0	0
Clec2i	9	3	0	3	11	19	11
Clec2j	0	0	0	0	0	0	0
Clec2l	12	13	5	19	60	35	25
Clec3a	0	0	0	1	0	1	2
Clec3b	0	0	0	0	7	3	0
Clec4a1	50	55	38	31	32	56	60
Clec4a2	1060	1642	1070	649	1263	1390	882
Clec4a3	2374	2508	2167	1300	2639	2924	2249
Clec4a4	5	3	0	2	12	3	0
