Gene	GSM5073707_neg_1	GSM5073708_neg_2	GSM5073709_neg_3	GSM5073711_neg_5	GSM5073714_pos_3	GSM5073719_pos_8	GSM5073720_pos_9	GSM5073722_pos_11	GSM5073724_pos_13	GSM5073729_pos_18	GSM5073730_pos_19	GSM5073732_pos_21	GSM5073734_pos_23	GSM5073738_pos_27	GSM5073739_pos_28	GSM5073744_pos_33
LINC02652	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP34	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRPS6P2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX10P1	3	1	0	2	0	0	1	0	14	4	2	1	0	0	0	0
C4orf51	8	4	0	5	0	2	1	1	5	4	4	1	1	1	1	6
HUNK-AS1	0	0	2	1	0	0	0	0	4	3	1	3	0	0	0	4
RPS26P41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
HSPE1P16	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
HIGD1AP2	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ZNF503-AS2	14	10	1	24	0	0	0	28	37	63	4	8	0	4	0	101
MCFD2P1	1	2	1	0	0	0	0	5	1	4	0	0	0	0	0	6
CNTFR-AS1	16	5	3	10	0	0	0	0	0	0	0	0	0	0	0	2
RPS20P9	1	0	0	0	0	0	0	0	1	6	0	2	0	0	0	3
SLC25A15P2	2	1	0	7	0	0	0	1	2	0	0	1	0	0	1	0
LINC01792	7	12	1	6	0	0	0	0	1	0	0	0	0	0	0	0
RPL12P27	2	0	0	9	0	1	2	0	0	8	4	0	0	2	0	12
RPS7P15	0	0	0	3	1	1	1	0	0	0	1	0	0	0	1	1
B3GNT9	11	1	0	27	1	2	1	62	98	214	33	42	3	21	2	529
NME1P1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
H3P7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01797	5	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0
CYP46A4P	2	1	0	7	0	2	0	0	0	0	1	0	0	0	0	0
PRKAR1B-AS1	3	0	0	4	0	0	0	0	6	0	1	0	1	0	0	2
KRTAP9-10P	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
VN1R66P	3	2	7	12	0	0	0	0	0	0	0	0	0	0	0	1
NR2F1-AS1	52	21	8	120	1	0	2	1	147	64	0	8	0	4	0	45
CDKN2AIPNL	16	12	6	16	22	2	8	15	104	179	23	21	2	10	0	299
SNAI1P1	4	2	1	1	0	0	1	0	2	0	0	1	0	0	1	0
DLGAP5P1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZBTB40-IT1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	4
RPL7P34	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P4	2	2	0	4	2	0	1	3	2	4	4	1	1	1	1	0
RBM17P3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LOC101928495	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETP4	1	2	0	0	0	0	0	1	0	0	1	1	0	0	1	0
RPL23AP22	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB131D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPEF1-AS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01968	23	18	3	43	0	0	0	0	2	5	0	0	0	0	0	6
SULT1C2P1	6	1	0	8	0	0	0	3	0	4	0	0	0	0	0	1
OR13K1P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS3AP39	1	1	0	1	0	0	0	0	6	9	0	8	0	1	0	9
KRTAP2-5P	5	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1
ZNF295-AS1	16	11	4	18	1	1	0	74	89	296	19	9	6	20	0	634
TMEM26-AS1	0	0	0	7	0	0	0	0	4	0	1	2	0	1	0	1
TRDD2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
BMS1P10	4	2	4	6	6	0	2	3	3	7	2	5	1	0	0	37
BTF3P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREB3L2-AS1	2	2	0	5	2	0	0	0	2	1	2	1	0	2	0	0
MBD3L5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LINC00987	4	2	1	15	0	0	0	7	19	27	1	4	0	4	1	10
LOC100130331	8	5	0	5	0	0	0	1	0	0	0	0	0	1	1	0
MMADHCP1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TRBV30	3	0	0	3	5	2	2	1	1	6	3	1	0	0	1	0
PGAM3P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND2P8	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ZNF133-AS1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
PPIAP67	1	0	0	0	0	0	0	0	3	6	0	4	0	0	0	4
MAPK6P3	5	9	0	0	0	0	0	0	3	1	0	2	0	1	3	2
FTH1P11	1	3	2	6	2	0	0	2	2	7	2	0	0	0	0	21
LINC01810	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01519	2	1	0	7	0	0	0	0	1	0	0	0	0	0	0	1
RBMY2TP	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51R1P	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	6
RSL24D1P8	0	2	0	4	0	0	0	0	1	10	2	0	0	0	0	1
GTF3AP1	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S100A11P10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO7L1	26	14	4	12	2	0	2	1	19	79	18	12	2	11	2	253
RLIMP2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
H3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATIP-AS2	4	2	0	14	0	0	0	0	0	2	0	0	0	0	0	1
LINC00851	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	2
HNRNPA1P2	1	2	0	0	0	0	0	0	0	4	0	2	0	1	2	4
CARD11-AS1	1	1	6	0	0	0	0	1	1	0	2	0	1	0	2	5
CKMT1B	9	2	4	13	3	0	4	1	100	94	5	7	2	7	4	62
LINC01343	5	6	3	4	0	0	0	0	0	0	0	0	0	0	0	2
LINC01732	5	0	2	6	0	0	0	10	12	14	6	3	0	0	0	48
EIF4BP9	0	0	2	0	0	0	1	1	1	0	0	0	0	1	0	5
SMG1P1	5	10	2	3	31	0	8	23	217	180	35	34	3	21	3	122
TTN-AS1	20	15	20	133	95	32	45	104	757	773	101	110	26	75	39	454
MTCO1P19	2	0	5	1	0	0	0	0	5	3	0	4	0	3	0	9
OFD1P11Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP8	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	5
HSPE1P22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRRM1P3	6	12	4	3	1	0	0	3	2	3	1	1	1	1	1	4
MTND2P6	8	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC03011	8	7	0	11	7	0	0	1	22	25	5	1	0	3	0	32
RPL12P39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374461	1	0	0	2	0	0	0	0	4	3	0	0	0	0	0	2
RPL7L1P10	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1
UPP2-IT1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RAI1-AS1	10	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RNF223	16	6	0	27	0	0	8	8	20	29	3	9	1	1	1	51
XIAP-AS1	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ELAVL4-AS1	5	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1
FTCD-AS1	1	0	0	1	0	1	1	0	0	2	0	2	0	1	2	0
LINC01502	19	4	3	20	0	0	0	0	0	0	0	0	0	0	0	3
SYP-AS1	4	0	0	0	0	1	1	0	1	0	0	5	0	1	0	3
CDC42P6	1	2	1	4	2	0	1	2	9	5	2	3	2	1	0	19
ITPK1P1	4	0	1	3	0	0	0	2	0	2	0	0	0	0	0	1
LINC01358	25	20	1	67	0	0	0	0	6	12	0	0	1	2	0	13
PATE4	7	8	1	14	1	1	0	0	2	1	6	3	2	1	1	3
OR52S1P	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD4P2	0	0	0	0	0	0	0	0	1	2	3	0	0	1	0	6
TUSC8	10	5	1	10	0	0	0	0	0	3	0	0	0	1	0	11
LOC100129066	8	8	4	23	7	1	0	1	2	3	1	1	0	0	1	2
BRWD1-IT1	5	0	0	0	0	0	0	6	9	15	0	0	0	0	0	26
LOC112267897	0	0	0	10	0	0	0	1	1	1	0	0	1	1	1	0
CBX1P3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HOXD-AS2	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1
NT5DC1P1	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0
RPL21P121	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CNN2P11	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4A47	0	1	0	7	1	1	2	3	4	0	0	0	2	2	2	2
LNCNEF	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DPA3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PITRM1-AS1	4	10	1	27	2	0	1	11	9	12	2	2	1	4	1	12
LINC01304	5	6	1	34	0	0	0	0	0	0	0	0	0	0	0	1
CAMTA1-IT1	4	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1
NDUFA9P1	5	6	1	6	1	2	2	8	42	45	4	2	1	3	0	35
ART2BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
NRXN2-AS1	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1
PRSS56	10	5	0	19	9	5	4	6	10	10	12	5	8	5	4	2
MGC27382	5	2	6	2	0	0	0	0	4	9	1	0	0	0	0	8
NRBF2P3	1	1	0	4	2	2	0	0	0	1	1	1	1	3	3	0
XRCC6P1	8	7	2	7	1	1	0	3	2	4	1	3	0	0	0	13
LINC01522	5	7	5	21	0	1	1	4	17	39	25	3	1	3	0	73
FOXD2-AS1	4	3	2	14	0	1	0	0	11	1	0	0	0	1	0	13
RPSAP2	3	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0
ZIK1P1	3	5	0	5	0	0	1	0	0	0	0	0	0	0	0	0
TOMM22P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASH2LP2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RPS7P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP11	0	0	8	3	0	0	0	25	7	6	4	1	0	3	0	11
LINC02790	15	4	0	20	0	0	0	0	0	0	0	0	0	0	0	1
CAMTA1-DT	1	0	0	3	0	0	1	0	7	6	1	0	0	3	0	12
ASS1P12	0	0	0	6	2	1	0	2	3	1	1	1	0	0	3	0
CECR7	14	13	6	26	18	0	3	0	26	5	1	6	0	0	0	7
ZNF737	49	15	4	41	95	5	31	105	448	675	51	58	8	42	5	285
RGL2	144	72	56	145	104	15	35	214	1018	1310	277	233	45	143	13	2694
HNRNPA1P57	6	2	0	3	0	0	1	2	2	2	0	0	2	0	0	1
OR13D2P	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
RHEBP3	6	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CDC27P2	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TAAR4P	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP71	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CDK2AP2P2	7	7	0	6	0	2	1	0	1	2	0	0	0	1	0	5
MEIOSIN	25	11	3	31	1	1	4	7	3	11	10	6	4	5	4	5
ID2B	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	1
LINC01351	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TUBB4BP3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01661	10	3	4	4	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928438	7	4	0	1	0	0	0	0	5	16	4	0	2	4	0	14
LRRC52-AS1	10	7	7	30	0	0	0	0	0	1	0	0	0	1	1	10
MTCO3P41	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGB-DT	4	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P10	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
DCLRE1CP1	6	0	7	7	1	1	3	1	1	0	1	1	0	1	1	7
RPL7P53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01637	3	2	0	4	4	0	0	13	16	5	2	0	0	1	0	32
LOC105373876	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RPS27AP8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01684	18	22	3	30	1	1	7	6	4	0	0	0	1	1	0	7
VN1R48P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf143	22	7	5	44	11	0	1	25	45	73	12	26	0	6	1	191
RPS27AP17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01409	17	9	2	28	3	0	0	1	43	44	4	4	1	1	0	55
OR2L9P	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WAKMAR2	16	15	7	16	7	1	7	51	41	112	34	32	4	9	0	302
PKN2-AS1	29	18	8	42	0	0	0	0	9	22	1	0	0	0	0	16
RPSAP15	0	1	4	0	0	0	0	3	4	0	2	0	1	0	1	7
GPAT2P1	5	4	0	12	2	2	0	0	5	0	0	2	1	1	1	1
UNC5B-AS1	11	4	1	9	0	0	2	7	39	59	8	6	3	7	0	42
PTP4A1P7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SHISA9	28	22	6	40	10	1	1	12	190	231	8	21	2	15	3	110
OR7E24	5	1	0	0	1	0	1	0	0	1	1	2	1	1	0	1
NONOP2	5	1	0	16	0	1	0	0	11	10	1	5	0	2	0	17
LINC00857	10	1	3	7	0	1	0	19	8	10	2	1	2	1	0	14
TEX51	9	4	2	2	2	3	2	4	4	4	1	5	2	3	2	1
UQCR10P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL36AP36	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQA2	13	2	3	27	124	2	41	5	53	9	5	15	13	3	0	52
MTCO3P17	4	4	0	10	0	0	0	0	0	0	0	0	0	0	0	1
XKRYP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ2P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6P3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02567	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1
KCND3-AS1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YWHABP1	2	1	0	10	0	0	0	0	2	2	0	0	0	1	0	4
CDY7P	2	0	0	8	0	0	0	4	0	0	1	0	0	0	0	0
LINC01497	7	3	0	13	0	0	0	0	0	0	0	0	0	0	0	3
TTTY21B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02836	8	4	0	3	0	0	0	0	0	4	0	0	0	0	0	4
TUBAP1	5	2	0	3	1	0	0	0	0	0	1	0	0	0	0	0
LINC02862	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01856	11	3	0	9	0	0	0	0	0	1	0	0	0	0	0	2
PYY2	2	1	0	3	0	0	2	0	2	4	2	1	2	0	1	3
LINC01888	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01514	5	3	0	10	0	0	0	0	0	0	0	0	0	0	0	1
GCSHP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL34P8	1	1	0	1	0	0	0	5	0	3	0	0	0	0	0	0
RAC1P4	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	2
LINC00407	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	9
HMGN1P32	2	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR10-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TIAM1-AS1	6	5	0	11	0	0	0	0	5	3	3	1	0	1	0	2
LINC01275	0	1	0	3	0	0	0	0	2	3	1	1	1	0	0	16
LOC644135	29	14	9	44	0	0	1	0	3	4	1	0	0	0	0	18
HMGB3P12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYRK3-AS1	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
OR4C50P	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0
FAM138A	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD7P2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OR3B1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GCNT1P5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OR9A1P	2	3	0	2	0	0	0	0	0	0	0	1	0	0	0	3
ELOCP18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NICN2P	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OXCT2P1	2	1	0	7	1	1	0	0	1	3	0	1	1	0	0	0
MTCO2P19	2	0	0	0	0	0	0	0	11	7	0	0	0	0	0	9
UQCRHP2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NIFKP9	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PARK7P2	0	0	0	2	0	0	1	0	2	7	1	1	0	0	0	12
S100A11P1	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	3
DUX4L29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26P3	15	17	4	22	1	0	1	0	0	2	1	0	0	0	1	1
FRY-AS1	2	2	0	0	0	0	0	13	0	0	1	0	0	0	0	7
LINC02245	18	16	4	22	10	0	2	3	39	48	10	4	3	5	0	135
RPL28P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P5	9	1	0	2	0	0	0	0	1	9	1	1	1	2	0	3
HLCS-IT1	2	1	0	1	0	0	1	14	6	14	1	1	0	3	0	24
KIFC1	21	15	2	16	11	5	17	9	99	50	12	16	6	11	7	68
OR11Q1P	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
C2orf74	2	0	0	1	0	0	0	0	10	10	1	1	0	3	0	32
LOC101929653	12	10	0	11	0	0	0	0	0	0	0	0	0	0	0	3
RNASEH2CP1	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0
TNIP2P1	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0
SOCS2P1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P7	7	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
LINC00316	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GRM7-AS2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS15AP38	0	0	0	11	3	0	0	1	1	0	1	0	1	0	0	1
LINC01866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRR1P1	2	4	0	7	1	0	0	0	0	0	0	0	1	0	0	0
GSTA7P	1	1	7	7	1	0	0	2	21	11	28	25	2	1	1	118
TEX36-AS1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RPL30P4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0
VDAC1P11	1	0	1	3	0	0	1	0	1	0	2	1	0	0	1	1
PRKCIP1	2	0	1	5	0	0	0	2	6	1	2	1	2	0	0	1
RPSAP35	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCIRT	10	0	2	11	1	0	0	0	6	9	0	3	0	1	0	4
LINC00686	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IFNWP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IRGM	2	1	1	3	1	1	0	21	1	1	0	4	0	2	1	7
PRAMEF33	1	1	1	4	1	0	2	2	2	1	0	3	1	0	1	0
ATP5PFP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV3-1	1	0	0	2	7	0	2	0	1	0	0	0	0	0	0	4
TRIM51EP	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928596	4	1	4	14	0	0	0	0	0	0	0	0	0	0	0	2
SPIN2P1	0	5	0	7	0	0	0	0	1	0	0	2	0	0	0	0
EEF1A1P28	3	1	0	3	0	0	0	0	1	0	0	0	0	0	0	5
MTCO3P11	2	3	0	1	0	0	0	0	11	11	1	4	1	1	0	18
P4HA2-AS1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
MTND1P29	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-AS2	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RPS5P8	0	0	0	7	1	1	0	3	1	2	0	0	0	0	0	0
RNGTTP1	2	0	0	13	0	0	0	0	1	0	0	0	0	0	0	1
CT75	3	7	7	14	0	0	1	0	6	14	2	6	0	1	0	9
DCTN1-AS1	15	9	4	22	7	1	0	0	0	0	0	0	0	0	0	2
RNF216-IT1	7	0	0	4	0	0	0	0	6	4	0	0	0	1	0	17
NPAP1P3	3	5	0	14	0	0	0	0	0	0	0	0	0	0	0	3
FBP2P1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL22P8	3	0	0	1	0	0	0	1	0	1	0	0	0	0	1	4
ZNF101P1	4	2	0	3	0	0	0	1	0	0	0	0	0	0	0	3
UQCRBP1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	3
KCNH7-AS1	8	5	0	14	0	0	0	0	0	0	0	0	0	0	0	1
LINC01143	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1
NCKAP1P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
EEF1A1P30	4	2	4	4	0	0	1	0	26	44	5	7	1	5	0	47
BANF1P3	3	0	4	2	3	1	0	2	2	2	1	1	0	0	1	6
AMY1A	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
FAM200B	49	27	11	47	27	3	14	106	485	563	52	38	5	39	5	269
GGTA2P	0	2	0	2	0	0	0	0	6	0	1	1	0	1	0	8
LINC01370	14	8	3	17	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31D2P	14	11	6	18	0	0	0	0	0	0	0	0	0	0	0	0
LINC02631	8	8	0	4	5	2	0	0	15	17	2	3	1	3	0	27
DDR1-DT	9	0	3	9	0	0	0	0	3	1	1	0	0	0	0	0
ADAMTSL4-AS2	3	2	6	12	0	1	1	13	7	14	4	8	2	3	1	26
PLLPP1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RPS20P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFOD1-AS1	0	0	0	10	0	0	1	0	2	0	2	0	1	0	0	0
LINC02877	3	3	0	4	0	0	0	0	4	0	0	0	0	0	2	0
LINC01318	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RPL18AP16	1	2	1	0	0	0	0	1	2	1	2	1	0	2	1	0
MACORIS	1	0	0	4	0	0	0	0	0	0	1	2	0	0	0	0
CICP11	3	5	9	11	0	1	0	0	0	1	1	0	0	0	0	3
AMD1P2	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0
FAM197Y6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00211	13	3	2	5	0	0	0	0	0	0	0	1	0	0	0	1
HNRNPA1P39	4	1	0	3	0	0	0	1	0	1	0	2	2	0	0	0
FAUP2	9	2	0	3	0	0	0	7	0	1	0	0	0	0	0	0
LINC02984	43	11	15	42	4	2	5	98	256	416	34	67	9	33	1	345
RPL21P109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPS3AP29	0	0	0	0	0	1	0	0	7	13	2	2	0	1	0	15
CDK6-AS1	3	0	1	11	0	0	0	0	1	1	0	0	0	0	0	1
ST13P7	5	3	0	3	0	0	0	1	1	4	0	1	0	0	0	4
CDY19P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPL23AP33	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
RPS15AP29	2	3	4	8	0	0	1	0	29	32	4	7	1	2	0	56
PA2G4P1	1	3	0	3	0	0	0	0	1	1	0	0	0	0	0	1
ETS2P1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PHKA2-AS1	0	2	0	7	0	0	0	0	5	4	1	6	1	1	2	3
FAM21FP	7	10	3	9	0	0	1	2	12	5	2	4	3	1	2	52
KRTAP19-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMU1P1	4	0	2	4	1	0	1	2	4	3	1	1	1	0	4	3
NFYAP1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC645202	3	7	0	1	1	1	0	2	2	0	4	0	2	2	2	1
NFIA-AS1	3	0	2	10	0	0	0	0	0	5	0	0	0	0	0	1
LINC00674	10	10	0	6	0	0	6	60	57	96	26	8	6	9	0	163
EEF1A1P31	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SLC6A14P2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100506271	2	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0
LINC00322	7	6	0	7	0	0	0	0	0	0	3	0	0	0	0	1
LOC102724434	6	4	0	9	0	0	0	0	0	3	0	2	0	0	0	0
POU5F1P4	6	4	0	1	2	3	2	2	3	3	4	4	0	0	1	0
DLGAP5P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P4	0	3	1	4	0	0	0	0	0	0	0	0	0	1	0	0
LINC01473	20	17	8	18	7	1	4	0	271	268	25	31	4	19	0	89
LINC00398	1	0	0	13	0	0	0	14	0	1	1	0	0	0	0	2
LINC01885	5	7	0	8	0	0	0	0	2	0	0	0	0	0	0	2
PPIAP13	0	1	7	2	0	1	0	3	0	2	0	2	0	0	0	1
DGUOK-AS1	11	7	1	17	0	0	0	16	25	55	17	4	1	3	0	46
NALT1	12	4	1	13	0	0	1	0	1	3	0	3	0	0	0	13
RPL23AP32	0	0	0	3	0	0	1	0	5	7	0	0	0	0	0	3
UBE2V1P16	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
KLF7-IT1	3	8	0	0	0	0	0	0	15	2	1	1	0	1	0	13
TSPY21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUPP	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MTCO1P18	5	9	0	11	0	0	0	0	0	0	0	0	0	0	0	1
SRP68P3	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	2
FTLP19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPG-AS1	4	2	2	11	0	0	0	0	0	0	0	0	0	0	0	1
RPL37P12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
